student_id,quarter,ref_agency
8443e90f3252,3,CHI PUB SCH
844481da440b,1,AGENCY G
844481da440b,2,AGENCY G
84471cbeccb5,3,AGENCY C
84471cbeccb5,4,AGENCY C
844adbddaec8,2,AGENCY G
844c567e25ed,2,CHI PUB SCH
844c567e25ed,3,CHI PUB SCH
845441334b13,1,CHI PUB SCH
845441334b13,2,CHI PUB SCH
845441334b13,4,CHI PUB SCH
8454d5c9f4d1,1,AGENCY G
8454d5c9f4d1,2,AGENCY G
845d36a221af,1,AGENCY E
845d36a221af,2,AGENCY E
845d36a221af,4,AGENCY E
84632e534357,1,AGENCY D
84632e534357,3,AGENCY D
84632e534357,4,AGENCY D
8469c8e1208a,3,CHI PUB SCH
8469c8e1208a,4,CHI PUB SCH
84720e02cea6,3,AGENCY E
8473aac28dea,2,AGENCY E
8473aac28dea,4,AGENCY E
847bc7ccc03a,1,AGENCY E
847bc7ccc03a,2,AGENCY E
847bc7ccc03a,3,AGENCY E
847bde03ae40,2,AGENCY D
847bde03ae40,3,AGENCY D
847dc0a1720b,1,AGENCY B
847dc0a1720b,2,AGENCY B
847dc0a1720b,4,AGENCY B
847dfc4015b2,1,AGENCY G
847dfc4015b2,2,AGENCY G
847e1472aa85,3,CHI PUB SCH
847e1472aa85,4,CHI PUB SCH
847eae2164c5,1,AGENCY C
847eae2164c5,3,AGENCY C
847eae2164c5,4,AGENCY C
847f247b3a3c,2,AGENCY B
847f247b3a3c,3,AGENCY B
84800fce7973,1,AGENCY A
84800fce7973,2,AGENCY A
84800fce7973,4,AGENCY A
8485ef5b2a4a,2,CHI PUB SCH
8485ef5b2a4a,3,CHI PUB SCH
8485ef5b2a4a,4,CHI PUB SCH
8487a3147a4a,3,AGENCY D
8487a3147a4a,4,AGENCY D
848b71e67067,2,AGENCY G
848b71e67067,3,AGENCY G
848cd2e04890,1,CHI PUB SCH
848cd2e04890,3,CHI PUB SCH
848cd2e04890,4,CHI PUB SCH
84948ac4650a,1,CHI PUB SCH
84948ac4650a,2,CHI PUB SCH
849572c21eff,2,CHI PUB SCH
849572c21eff,3,CHI PUB SCH
849572c21eff,4,CHI PUB SCH
84980082458f,1,AGENCY E
84980082458f,3,AGENCY E
8498f15a565f,1,AGENCY D
8498f15a565f,2,AGENCY D
8498f15a565f,3,AGENCY D
8498f15a565f,4,AGENCY D
8499695fd633,1,AGENCY E
8499695fd633,2,AGENCY E
8499695fd633,3,AGENCY E
8499695fd633,4,AGENCY E
84a1ca62a02b,2,CHI PUB SCH
84a1ca62a02b,4,CHI PUB SCH
84ae916d2961,1,CHI PUB SCH
84ae916d2961,3,CHI PUB SCH
84ae916d2961,4,CHI PUB SCH
84b01bb2a783,1,AGENCY D
84b01bb2a783,3,AGENCY D
84b01bb2a783,4,AGENCY D
84b3b268ecf9,4,AGENCY G
84b71d7503a6,1,AGENCY G
84b71d7503a6,4,AGENCY G
84c1d33c3a18,1,AGENCY D
84c1d33c3a18,2,AGENCY D
84c1d33c3a18,4,AGENCY D
84c91f4064d0,1,AGENCY D
84c91f4064d0,2,AGENCY D
84c91f4064d0,4,AGENCY D
84dbd84e25bd,1,AGENCY F
84dbd84e25bd,2,AGENCY F
84dbd84e25bd,4,AGENCY F
84e2c4055266,1,AGENCY D
84e2c4055266,3,AGENCY D
84e2c4055266,4,AGENCY D
84e68ffc07cf,1,AGENCY E
84e68ffc07cf,2,AGENCY E
84e68ffc07cf,4,AGENCY E
84e718e113f7,3,AGENCY F
84e718e113f7,4,AGENCY F
84e7d31240dc,1,AGENCY G
84e7d31240dc,3,AGENCY G
84e7d31240dc,4,AGENCY G
84eae2d6bf4f,1,AGENCY B
84eae2d6bf4f,3,AGENCY B
84eae2d6bf4f,4,AGENCY B
84eb522f92a6,4,AGENCY A
84ec140e0ac7,1,AGENCY C
84ec140e0ac7,2,AGENCY C
84ec140e0ac7,3,AGENCY C
84f108b7294f,1,AGENCY B
84f108b7294f,2,AGENCY B
84f59001bca4,1,CHI PUB SCH
84f59001bca4,3,CHI PUB SCH
84f59001bca4,4,CHI PUB SCH
84f96bd0c3fd,2,AGENCY C
84f96bd0c3fd,3,AGENCY C
84f96bd0c3fd,4,AGENCY C
84faab18189a,1,AGENCY G
84faab18189a,2,AGENCY G
84faab18189a,4,AGENCY G
84fd5d3f96a4,1,AGENCY G
84fd5d3f96a4,2,AGENCY G
84fd5d3f96a4,3,AGENCY G
84ff3b631284,1,AGENCY B
8501ea86bcd0,3,CHI PUB SCH
8501ea86bcd0,4,CHI PUB SCH
8502cf158bc1,1,AGENCY E
8502cf158bc1,2,AGENCY E
8502cf158bc1,3,AGENCY E
8502cf158bc1,4,AGENCY E
8505e013724f,1,AGENCY F
8505e013724f,2,AGENCY F
8505e013724f,3,AGENCY F
8505e013724f,4,AGENCY F
8507cc701827,2,AGENCY E
8507cc701827,3,AGENCY E
8507cc701827,4,AGENCY E
850a897f0b9c,3,AGENCY B
850a897f0b9c,4,AGENCY B
850af7c248a1,3,AGENCY E
85141b6227e2,1,CHI PUB SCH
85141b6227e2,3,CHI PUB SCH
85141b6227e2,4,CHI PUB SCH
85180eb75900,1,AGENCY E
85180eb75900,2,AGENCY E
85180eb75900,3,AGENCY E
85180eb75900,4,AGENCY E
851c2cb0e5f9,1,AGENCY C
851c2cb0e5f9,2,AGENCY C
8528eb7418f5,1,AGENCY E
8528eb7418f5,2,AGENCY E
852a81375571,3,AGENCY A
852a81375571,4,AGENCY A
852ebe9ef691,1,AGENCY C
852ebe9ef691,2,AGENCY C
852ebe9ef691,3,AGENCY C
852ebe9ef691,4,AGENCY C
852ecea2a546,1,AGENCY A
852ecea2a546,2,AGENCY A
852ecea2a546,3,AGENCY A
852ee87622c7,1,AGENCY E
852ee87622c7,2,AGENCY E
852ee87622c7,4,AGENCY E
85370ea308db,1,AGENCY E
85370ea308db,2,AGENCY E
85370ea308db,3,AGENCY E
85383698f14d,2,AGENCY F
85383698f14d,4,AGENCY F
8541cb6944e8,2,AGENCY D
8541cb6944e8,3,AGENCY D
854a684e5dfd,2,AGENCY A
854a684e5dfd,3,AGENCY A
854a684e5dfd,4,AGENCY A
854b9e18ab30,3,CHI PUB SCH
854b9e18ab30,4,CHI PUB SCH
854cbcb2bf25,2,AGENCY A
854cbcb2bf25,3,AGENCY A
854cbcb2bf25,4,AGENCY A
8557030a73cd,2,AGENCY B
8557030a73cd,3,AGENCY B
85603e97e6d3,1,CHI PUB SCH
85603e97e6d3,3,CHI PUB SCH
85603e97e6d3,4,CHI PUB SCH
856372ed84a3,1,AGENCY E
856372ed84a3,2,AGENCY E
856372ed84a3,4,AGENCY E
856800d61aa8,1,AGENCY A
856800d61aa8,3,AGENCY A
8574ff5b20d7,1,AGENCY D
8574ff5b20d7,2,AGENCY D
8574ff5b20d7,3,AGENCY D
8.57884E+11,2,AGENCY A
8.57884E+11,4,AGENCY A
857e6b18b71f,1,CHI PUB SCH
857e6b18b71f,3,CHI PUB SCH
85831095f4a8,1,AGENCY A
85831095f4a8,2,AGENCY A
85831095f4a8,3,AGENCY A
858ce95438a1,1,AGENCY B
858ce95438a1,3,AGENCY B
858dab8d5109,1,AGENCY C
858dab8d5109,3,AGENCY C
858dab8d5109,4,AGENCY C
8590570fe02d,3,AGENCY G
8590570fe02d,4,AGENCY G
859173b7cbc6,2,AGENCY C
859173b7cbc6,3,AGENCY C
859173b7cbc6,4,AGENCY C
8.59278E+11,3,CHI PUB SCH
8.59278E+11,4,CHI PUB SCH
85943c600298,1,AGENCY C
85986a37a6fe,1,AGENCY E
85986a37a6fe,2,AGENCY E
85986a37a6fe,4,AGENCY E
859c86bcedd1,1,AGENCY E
859c86bcedd1,2,AGENCY E
859c86bcedd1,3,AGENCY E
859c86bcedd1,4,AGENCY E
859f4a45895f,1,AGENCY D
859f4a45895f,2,AGENCY D
85a4db150db3,1,AGENCY A
85a4db150db3,2,AGENCY A
85a4db150db3,3,AGENCY A
85a4db150db3,4,AGENCY A
85a9ef294843,1,AGENCY E
85a9ef294843,2,AGENCY E
85ab48cfea54,2,AGENCY B
85ab48cfea54,3,AGENCY B
85ac8fd52f13,1,AGENCY G
85ac8fd52f13,2,AGENCY G
85ad875c04dc,1,AGENCY C
85ad875c04dc,2,AGENCY C
85ad875c04dc,4,AGENCY C
85b0b07c3d07,2,CHI PUB SCH
85b0b07c3d07,3,CHI PUB SCH
85c054991639,3,AGENCY D
85c42c95c97c,1,AGENCY B
85c42c95c97c,2,AGENCY B
85c42c95c97c,4,AGENCY B
85c9042a14d5,2,CHI PUB SCH
85c9042a14d5,3,CHI PUB SCH
85cac0fd8a80,2,AGENCY E
85cac0fd8a80,4,AGENCY E
85d5ebdb48c8,3,AGENCY F
85d5ebdb48c8,4,AGENCY F
85f822fc4ecc,1,AGENCY D
85f822fc4ecc,2,AGENCY D
85f926cc153d,3,AGENCY F
85fb90cf9d81,1,AGENCY C
85fb90cf9d81,2,AGENCY C
85fb90cf9d81,3,AGENCY C
8601000682dc,1,CHI PUB SCH
8601000682dc,2,CHI PUB SCH
8601000682dc,3,CHI PUB SCH
8601000682dc,4,CHI PUB SCH
860aa3f8cae1,1,CHI PUB SCH
860aa3f8cae1,3,CHI PUB SCH
860aa3f8cae1,4,CHI PUB SCH
860ac417bbeb,2,AGENCY B
860ac417bbeb,3,AGENCY B
860ca9391811,1,AGENCY G
8610ce0bcfab,1,AGENCY F
8610ce0bcfab,3,AGENCY F
8610ce0bcfab,4,AGENCY F
861656a5004a,1,AGENCY E
861656a5004a,3,AGENCY E
861656a5004a,4,AGENCY E
861b5877dc39,1,AGENCY G
861b5877dc39,2,AGENCY G
861b5877dc39,3,AGENCY G
861c1e02312d,1,AGENCY B
861c1e02312d,2,AGENCY B
861c1e02312d,3,AGENCY B
861c39b39310,1,AGENCY G
861c39b39310,2,AGENCY G
861c39b39310,3,AGENCY G
861debb2f849,1,AGENCY B
861debb2f849,2,AGENCY B
861debb2f849,3,AGENCY B
8622499ef012,2,AGENCY B
8622499ef012,3,AGENCY B
862ef3bb7189,2,AGENCY F
862ef3bb7189,3,AGENCY F
863840c77ff0,1,AGENCY B
863840c77ff0,2,AGENCY B
863a4bf67a8c,1,AGENCY A
863a4bf67a8c,2,AGENCY A
863a4bf67a8c,4,AGENCY A
863c52974b3f,1,AGENCY B
863c52974b3f,2,AGENCY B
863c52974b3f,4,AGENCY B
8644fa446a01,2,AGENCY G
8644fa446a01,3,AGENCY G
864a4cb015d9,1,AGENCY E
864a4cb015d9,2,AGENCY E
864a4cb015d9,3,AGENCY E
864a4cb015d9,4,AGENCY E
864dfa0c1cf9,2,AGENCY D
864dfa0c1cf9,3,AGENCY D
864dfa0c1cf9,4,AGENCY D
8657238f69c4,1,AGENCY B
8657238f69c4,2,AGENCY B
8657238f69c4,3,AGENCY B
86599e23b7e8,1,AGENCY D
86599e23b7e8,4,AGENCY D
8667ba4f1607,2,AGENCY D
8667ba4f1607,3,AGENCY D
8667ba4f1607,4,AGENCY D
866cbd3ed169,2,AGENCY E
866cbd3ed169,3,AGENCY E
866cbd3ed169,4,AGENCY E
866cd6ab65fd,2,AGENCY C
866cd6ab65fd,4,AGENCY C
866e8e2b40c0,1,AGENCY B
866e8e2b40c0,2,AGENCY B
866e8e2b40c0,4,AGENCY B
8.67934E+11,1,AGENCY B
8.67934E+11,2,AGENCY B
8.67934E+11,4,AGENCY B
867a4a7832aa,1,AGENCY B
867a4a7832aa,2,AGENCY B
867a4a7832aa,4,AGENCY B
867ab2703ce4,1,AGENCY E
867ab2703ce4,2,AGENCY E
867ab2703ce4,4,AGENCY E
867ac09b8e0b,1,AGENCY C
867ac09b8e0b,2,AGENCY C
867ac09b8e0b,3,AGENCY C
867ac09b8e0b,4,AGENCY C
867f775e28d4,3,AGENCY G
867f775e28d4,4,AGENCY G
8686f7a9a7fb,3,AGENCY E
8686f7a9a7fb,4,AGENCY E
8690d64fbf82,1,AGENCY C
8690d64fbf82,2,AGENCY C
8690d64fbf82,4,AGENCY C
8.69861E+11,1,AGENCY E
8.69861E+11,2,AGENCY E
869f0fa4519b,1,AGENCY F
869f0fa4519b,3,AGENCY F
86a1881296bb,1,AGENCY A
86a1881296bb,3,AGENCY A
86a1881296bb,4,AGENCY A
86a2dbd67af7,1,AGENCY G
86a2dbd67af7,2,AGENCY G
86a3a4f3b6ef,1,AGENCY A
86a3a4f3b6ef,2,AGENCY A
86a3a4f3b6ef,3,AGENCY A
86a3d957c95c,1,CHI PUB SCH
86a3d957c95c,2,CHI PUB SCH
86a3d957c95c,4,CHI PUB SCH
86a72b7f44cd,1,AGENCY E
86a72b7f44cd,2,AGENCY E
86bb8b417831,2,AGENCY F
86bb8b417831,3,AGENCY F
86bb8b417831,4,AGENCY F
86bef1a1e976,1,AGENCY C
86bef1a1e976,3,AGENCY C
86cad32740a3,1,AGENCY F
86cad32740a3,2,AGENCY F
86cad32740a3,3,AGENCY F
86cad32740a3,4,AGENCY F
86cd29346a8e,2,AGENCY B
86cd29346a8e,3,AGENCY B
86cd29346a8e,4,AGENCY B
86ce3cb42f82,1,AGENCY F
86ce3cb42f82,2,AGENCY F
86d009a058d7,3,AGENCY B
86d57c9865e0,3,AGENCY C
86d57c9865e0,4,AGENCY C
86d69f99b643,2,AGENCY D
86d69f99b643,3,AGENCY D
86d69f99b643,4,AGENCY D
86e2e3594b48,2,CHI PUB SCH
86e2e3594b48,3,CHI PUB SCH
86e8aa3b9ac6,1,AGENCY E
86e8aa3b9ac6,2,AGENCY E
86e8aa3b9ac6,4,AGENCY E
86f48ac17c0a,3,AGENCY F
86f48ac17c0a,4,AGENCY F
86f8ec7e2d52,3,CHI PUB SCH
86f8ec7e2d52,4,CHI PUB SCH
86faedfd2c58,1,AGENCY D
86faedfd2c58,3,AGENCY D
86faedfd2c58,4,AGENCY D
86fb1ef5a5da,1,AGENCY D
86fb1ef5a5da,2,AGENCY D
86fbc119bdfe,2,CHI PUB SCH
86fbc119bdfe,3,CHI PUB SCH
86fd843a86aa,2,CHI PUB SCH
86fd843a86aa,3,CHI PUB SCH
87027e9fe00f,1,AGENCY F
87027e9fe00f,2,AGENCY F
87027e9fe00f,4,AGENCY F
8709ba3a4ffb,1,CHI PUB SCH
8709ba3a4ffb,3,CHI PUB SCH
8709ba3a4ffb,4,CHI PUB SCH
870cf18e5863,1,AGENCY D
870cf18e5863,3,AGENCY D
870cf18e5863,4,AGENCY D
870fd418b6d7,2,AGENCY A
87100f350d66,2,CHI PUB SCH
87100f350d66,3,CHI PUB SCH
87100f350d66,4,CHI PUB SCH
87129f0fd81e,2,AGENCY E
87129f0fd81e,3,AGENCY E
87129f0fd81e,4,AGENCY E
871557f5399e,1,AGENCY D
871557f5399e,2,AGENCY D
871557f5399e,3,AGENCY D
871557f5399e,4,AGENCY D
87218a00db04,1,AGENCY D
87218a00db04,2,AGENCY D
8724d2d6eb9f,1,CHI PUB SCH
8724d2d6eb9f,2,CHI PUB SCH
8724d2d6eb9f,4,CHI PUB SCH
8.72549E+11,3,AGENCY F
8.72549E+11,4,AGENCY F
87281ef638ba,1,CHI PUB SCH
87281ef638ba,2,CHI PUB SCH
87281ef638ba,4,CHI PUB SCH
8728bf25be4f,1,AGENCY A
8728bf25be4f,4,AGENCY A
872aec9abb65,3,AGENCY E
872bd1c230e3,1,AGENCY B
872bd1c230e3,2,AGENCY B
872bdd7d9756,2,AGENCY A
8.73439E+11,3,AGENCY A
8.73439E+11,4,AGENCY A
87347c5ecb22,1,AGENCY C
87347c5ecb22,2,AGENCY C
873cd8bec5be,3,AGENCY G
873cd8bec5be,4,AGENCY G
8740e6e99809,2,AGENCY A
8741036b8b54,1,AGENCY B
8741036b8b54,3,AGENCY B
8741036b8b54,4,AGENCY B
8741b83a0a5e,2,AGENCY F
8741b83a0a5e,3,AGENCY F
87499854015a,1,AGENCY E
87499854015a,2,AGENCY E
87499854015a,3,AGENCY E
8759ed932b42,1,AGENCY G
8759ed932b42,2,AGENCY G
8759ed932b42,4,AGENCY G
875dfad1e7b4,1,AGENCY B
875dfad1e7b4,3,AGENCY B
8768b891fffb,1,CHI PUB SCH
8768b891fffb,2,CHI PUB SCH
876d890abf01,2,AGENCY G
876d890abf01,4,AGENCY G
87771540b8f2,3,AGENCY D
877717c5d431,1,AGENCY D
877717c5d431,2,AGENCY D
877717c5d431,4,AGENCY D
877dcda73826,3,AGENCY G
877dcda73826,4,AGENCY G
877e8e3e433c,4,CHI PUB SCH
87854f1e10a3,2,AGENCY F
87854f1e10a3,3,AGENCY F
878de4bdb75e,4,AGENCY G
8791d698e920,1,AGENCY E
8791d698e920,3,AGENCY E
8791d698e920,4,AGENCY E
8798bcf2a02d,1,AGENCY C
8798bcf2a02d,4,AGENCY C
879b50d38e27,1,AGENCY B
879b50d38e27,2,AGENCY B
879b50d38e27,4,AGENCY B
879ec89b43aa,1,AGENCY E
879ec89b43aa,2,AGENCY E
879ec89b43aa,3,AGENCY E
879ec89b43aa,4,AGENCY E
87a5b6faf21f,1,CHI PUB SCH
87a5b6faf21f,2,CHI PUB SCH
87a5b6faf21f,3,CHI PUB SCH
87a97ae0056d,3,AGENCY A
87a97ae0056d,4,AGENCY A
87ab5b798e3d,3,AGENCY F
87ab5b798e3d,4,AGENCY F
87adeedc3dc8,2,AGENCY C
87afaf32a9d4,1,CHI PUB SCH
87afaf32a9d4,2,CHI PUB SCH
87afaf32a9d4,3,CHI PUB SCH
87b25769ba97,1,AGENCY D
87b25769ba97,4,AGENCY D
87b38f2b0e81,2,AGENCY A
87b38f2b0e81,3,AGENCY A
87bc11ec70b4,3,AGENCY E
87bc11ec70b4,4,AGENCY E
87c5c6da1d79,1,AGENCY A
87c5c6da1d79,2,AGENCY A
87c5c6da1d79,3,AGENCY A
87c6fe72c4c8,1,AGENCY A
87c6fe72c4c8,4,AGENCY A
87cb5a7210a0,2,CHI PUB SCH
87cb5a7210a0,3,CHI PUB SCH
87cd356866b6,1,AGENCY D
87cd356866b6,2,AGENCY D
87cd356866b6,4,AGENCY D
87cd58084d29,1,AGENCY D
87cd58084d29,2,AGENCY D
87d4a08e8578,1,AGENCY D
87d4a08e8578,2,AGENCY D
87d4a08e8578,3,AGENCY D
87d986afbe87,1,AGENCY F
87d986afbe87,3,AGENCY F
87d986afbe87,4,AGENCY F
87da33717431,1,AGENCY G
87da33717431,2,AGENCY G
87dcedbe75b9,1,CHI PUB SCH
87dcedbe75b9,3,CHI PUB SCH
87dcedbe75b9,4,CHI PUB SCH
87f03b39cb94,2,AGENCY G
87f03b39cb94,3,AGENCY G
87fce0c4ee93,2,AGENCY D
87fce0c4ee93,3,AGENCY D
87fce0c4ee93,4,AGENCY D
8803a81547aa,2,AGENCY E
8803a81547aa,3,AGENCY E
8803a81547aa,4,AGENCY E
8804f79cc475,1,CHI PUB SCH
8804f79cc475,2,CHI PUB SCH
8804f79cc475,4,CHI PUB SCH
8808dafd7a8b,1,AGENCY A
8808dafd7a8b,3,AGENCY A
88108591af0b,2,AGENCY A
88108591af0b,3,AGENCY A
88108591af0b,4,AGENCY A
8814736c61f0,1,AGENCY A
8814736c61f0,2,AGENCY A
8814736c61f0,3,AGENCY A
8814736c61f0,4,AGENCY A
8817f702ec56,1,CHI PUB SCH
8817f702ec56,2,CHI PUB SCH
8817f702ec56,3,CHI PUB SCH
8817f702ec56,4,CHI PUB SCH
88197cceb59c,2,AGENCY B
88197cceb59c,4,AGENCY B
8819bc6b45bc,3,AGENCY B
8819bc6b45bc,4,AGENCY B
88230305a7c0,3,AGENCY B
8825f887b2e7,3,AGENCY F
8825f887b2e7,4,AGENCY F
8826fc1731f2,1,CHI PUB SCH
8826fc1731f2,2,CHI PUB SCH
8826fc1731f2,4,CHI PUB SCH
8829c69521f1,1,AGENCY C
8829c69521f1,2,AGENCY C
8829c69521f1,3,AGENCY C
8829c69521f1,4,AGENCY C
882e5a7475b7,2,AGENCY G
882e5a7475b7,4,AGENCY G
8833ffd5c63e,2,AGENCY A
8833ffd5c63e,3,AGENCY A
883aa246f368,2,AGENCY E
883aa246f368,3,AGENCY E
883aa246f368,4,AGENCY E
884628f3e989,1,AGENCY C
884628f3e989,2,AGENCY C
884628f3e989,3,AGENCY C
884dc82dd7ba,1,AGENCY A
884dc82dd7ba,2,AGENCY A
88506d968f3b,1,AGENCY C
88506d968f3b,2,AGENCY C
88506d968f3b,3,AGENCY C
88526eea5c4a,1,AGENCY B
88526eea5c4a,4,AGENCY B
8853a45df872,1,AGENCY A
8853a45df872,2,AGENCY A
8858e6ddc481,2,AGENCY B
8858e6ddc481,3,AGENCY B
8858e6ddc481,4,AGENCY B
885c3995815a,2,AGENCY B
885c3995815a,3,AGENCY B
885c3995815a,4,AGENCY B
885f2bcee9bd,2,AGENCY C
885f2bcee9bd,3,AGENCY C
8861ef90d80d,1,AGENCY D
8861ef90d80d,2,AGENCY D
88626f2e61c2,3,AGENCY A
8862e277fb62,2,AGENCY D
8862e277fb62,3,AGENCY D
8862e277fb62,4,AGENCY D
886832a5b952,1,AGENCY G
886832a5b952,2,AGENCY G
886832a5b952,4,AGENCY G
886dbf7907d2,3,AGENCY B
886dbf7907d2,4,AGENCY B
886df2ad98fd,1,AGENCY E
886df2ad98fd,4,AGENCY E
886f35ae0b39,2,AGENCY A
886f35ae0b39,3,AGENCY A
886f35ae0b39,4,AGENCY A
887442bf941d,1,AGENCY C
887442bf941d,3,AGENCY C
887442bf941d,4,AGENCY C
887c4a1eee3c,1,AGENCY F
887c4a1eee3c,2,AGENCY F
887c4a1eee3c,4,AGENCY F
88842ae8c4c5,1,AGENCY B
88842ae8c4c5,2,AGENCY B
88842ae8c4c5,4,AGENCY B
8885430cfd84,1,AGENCY C
8885430cfd84,2,AGENCY C
888967baec42,1,AGENCY B
888967baec42,3,AGENCY B
888967baec42,4,AGENCY B
8894d0cf50cb,1,AGENCY C
8894d0cf50cb,2,AGENCY C
8894d0cf50cb,4,AGENCY C
889557ae8201,1,AGENCY B
889557ae8201,2,AGENCY B
889557ae8201,4,AGENCY B
88956057bee0,3,CHI PUB SCH
88956057bee0,4,CHI PUB SCH
889cbd8d61fa,1,CHI PUB SCH
889cbd8d61fa,2,CHI PUB SCH
889cbd8d61fa,3,CHI PUB SCH
889cbd8d61fa,4,CHI PUB SCH
88a5e55d7034,2,CHI PUB SCH
88a5e55d7034,3,CHI PUB SCH
88a5e55d7034,4,CHI PUB SCH
88a619adc56b,1,AGENCY F
88a619adc56b,3,AGENCY F
88a923e5d94e,2,AGENCY G
88a923e5d94e,3,AGENCY G
88b11ef86048,1,AGENCY B
88b11ef86048,2,AGENCY B
88b712edad96,1,AGENCY D
88b712edad96,3,AGENCY D
88b712edad96,4,AGENCY D
88b882068c3e,1,AGENCY B
88b882068c3e,2,AGENCY B
88b882068c3e,3,AGENCY B
88c8803c8420,1,CHI PUB SCH
88c8803c8420,3,CHI PUB SCH
88c8803c8420,4,CHI PUB SCH
88cad92bd879,1,AGENCY G
88cad92bd879,2,AGENCY G
88cad92bd879,3,AGENCY G
88cad92bd879,4,AGENCY G
88cb8fe91ecc,2,AGENCY D
88cb8fe91ecc,3,AGENCY D
88cb8fe91ecc,4,AGENCY D
88cd8e4f490d,2,AGENCY G
88cd8e4f490d,3,AGENCY G
88cdc6afe9e4,2,CHI PUB SCH
88cdc6afe9e4,3,CHI PUB SCH
88cdc6afe9e4,4,CHI PUB SCH
88ce211171da,2,CHI PUB SCH
88d415479f10,3,AGENCY C
88d459cf6cd0,1,AGENCY B
88d459cf6cd0,2,AGENCY B
88d46bd34621,3,AGENCY G
88d4e7fb7559,1,AGENCY E
88d4e7fb7559,2,AGENCY E
88d4e7fb7559,3,AGENCY E
88d4e7fb7559,4,AGENCY E
88d61f0b9d52,2,AGENCY A
88d61f0b9d52,3,AGENCY A
88d6f98e0947,2,AGENCY A
88d6f98e0947,4,AGENCY A
88e0d3af2ca9,1,CHI PUB SCH
88e0d3af2ca9,2,CHI PUB SCH
88e0d3af2ca9,4,CHI PUB SCH
88e128a284d4,1,AGENCY A
88e128a284d4,2,AGENCY A
88e128a284d4,3,AGENCY A
88e16f7bbbf3,3,AGENCY C
88e16f7bbbf3,4,AGENCY C
88e37ff30a29,1,AGENCY E
88e37ff30a29,2,AGENCY E
88e37ff30a29,4,AGENCY E
88e6ac718478,1,AGENCY C
88e6ac718478,4,AGENCY C
88e725a8d86e,1,AGENCY B
88e725a8d86e,2,AGENCY B
88e725a8d86e,3,AGENCY B
88e73826ccea,2,AGENCY C
88e73826ccea,3,AGENCY C
88e73826ccea,4,AGENCY C
88e88e78a67c,3,AGENCY D
88e8d0506d34,1,AGENCY A
88e8d0506d34,2,AGENCY A
88e8d0506d34,3,AGENCY A
88eee7df7a61,3,AGENCY C
88eee7df7a61,4,AGENCY C
88efb90c406f,1,AGENCY A
88efb90c406f,3,AGENCY A
88f935bd6f47,2,AGENCY G
88f935bd6f47,3,AGENCY G
88fee17dc2ee,1,AGENCY F
88fee17dc2ee,2,AGENCY F
8907a3cc5527,2,CHI PUB SCH
8907a3cc5527,3,CHI PUB SCH
89084388f6e7,1,AGENCY C
89084388f6e7,2,AGENCY C
89084388f6e7,3,AGENCY C
8910c9319f48,1,CHI PUB SCH
8910c9319f48,3,CHI PUB SCH
8910c9319f48,4,CHI PUB SCH
8911023bc32d,2,CHI PUB SCH
8911023bc32d,3,CHI PUB SCH
8911023bc32d,4,CHI PUB SCH
89140f8f60be,2,AGENCY C
89140f8f60be,4,AGENCY C
891741cd05f6,3,AGENCY A
891741cd05f6,4,AGENCY A
89231a6230bd,1,AGENCY B
89231a6230bd,2,AGENCY B
89231a6230bd,3,AGENCY B
89231a6230bd,4,AGENCY B
892ab4306294,2,CHI PUB SCH
892ab4306294,3,CHI PUB SCH
892ab4306294,4,CHI PUB SCH
893318e6cf64,1,AGENCY D
893318e6cf64,2,AGENCY D
893318e6cf64,3,AGENCY D
89338bb17bf4,1,CHI PUB SCH
89338bb17bf4,2,CHI PUB SCH
89338bb17bf4,3,CHI PUB SCH
8937410d53b1,2,AGENCY E
8937410d53b1,3,AGENCY E
8937410d53b1,4,AGENCY E
8945053120a0,2,AGENCY B
8945053120a0,4,AGENCY B
89563ad3246b,1,CHI PUB SCH
89563ad3246b,3,CHI PUB SCH
89563ad3246b,4,CHI PUB SCH
895eab6cabbc,2,CHI PUB SCH
895eab6cabbc,3,CHI PUB SCH
895eab6cabbc,4,CHI PUB SCH
896336aabddb,1,CHI PUB SCH
896336aabddb,2,CHI PUB SCH
8965dba9160d,2,AGENCY F
8965dba9160d,3,AGENCY F
896edf16d449,2,AGENCY B
896edf16d449,3,AGENCY B
896edf16d449,4,AGENCY B
8971493af0df,2,AGENCY E
8971493af0df,3,AGENCY E
897282b7bf71,2,CHI PUB SCH
897282b7bf71,3,CHI PUB SCH
8973cf7fe193,1,CHI PUB SCH
8973cf7fe193,3,CHI PUB SCH
8973cf7fe193,4,CHI PUB SCH
897b8fa83d77,1,CHI PUB SCH
897b8fa83d77,2,CHI PUB SCH
897b8fa83d77,3,CHI PUB SCH
897b8fa83d77,4,CHI PUB SCH
897c0c1f5838,1,AGENCY B
897c0c1f5838,2,AGENCY B
897f757019e8,1,AGENCY G
897f757019e8,2,AGENCY G
8.98111E+11,1,CHI PUB SCH
8.98111E+11,2,CHI PUB SCH
8.98111E+11,3,CHI PUB SCH
8.98111E+11,4,CHI PUB SCH
89826942195a,2,CHI PUB SCH
89826942195a,3,CHI PUB SCH
8982dbd742a1,1,CHI PUB SCH
8982dbd742a1,3,CHI PUB SCH
8982dbd742a1,4,CHI PUB SCH
89849aa2eb36,1,AGENCY E
89849aa2eb36,4,AGENCY E
898cff6f271e,1,CHI PUB SCH
898cff6f271e,2,CHI PUB SCH
